ID,Hex,Name,Pokcet,Game,Gen
407,0x0197,TM80,TMs,,7
536,0x0218,Enigma Stone,Key items,,7
65,0x0041,Blue Flute,Medicine,,6
365,0x016D,TM38,,Let's Go,7
215,0x00D7,Charcoal,Items,,3
517,0x0205,Data Card 13,Items,,7
655,0x028F,Amaze Mulch,Items,,7
74,0x004A,Dire Hit,Items,,3
522,0x020A,Data Card 18,Items,,5
266,0x010A,Muscle Band,Items,,5
188,0x00BC,SilverPowder,Items,Colosseum,3
14,0x000E,Antidote,Items,Colosseum,3
223,0x00DF,Metal Powder,Items,,3
825,0x0339,Pikanium Z,Z-Crystals,,7
357,0x0165,TM30,TMs,,7
147,0x0093,Iapapa Berry,Berries,XD,3
184,0x00B8,Soothe Bell,Items,,3
124,0x007C,Mech Mail,Items,,3
48,0x30,Lemonade,Items,,2
340,0x0154,TM13,TMs and HMs,,5
22,0x0016,Paralyze Heal,Medicine,,7
1,0x0001,Master Ball,Items,,7
55,0x0037,Guard Spec.,Items,,5
731,0x02DB,Key to Room 2,,Let's Go,7
10,0x000A,Timer Ball,Poké Balls,Colosseum,3
227,0x00E3,DeepSeaScale,Items,,4
111,0x006F,Heart Scale,Items,Colosseum,3
4,0x0004,Poké Ball,,Let's Go,7
11,0x000B,Luxury Ball,Poké Balls,,4
2,0x0002,Ultra Ball,Poké Balls,,4
250,0x00FA,unknown,,,3
94,0x5E,9F (G),,,1
541,0x021D,Air Balloon,Items,,6
369,0x0171,unknown,,Colosseum,3
307,0x0133,Mind Plate,Items,,4
441,0x01B9,Red Chain,Key items,,7
107,0x6B,たまご (Egg - D),,,1
315,0x013B,Rock Incense,Items,,6
789,0x0315,Ghostium Z,,Let's Go,7
242,0x00F2,unknown,,Colosseum,3
223,0x00DF,Amulet Coin,Items,,6
102,0x66,ひんやりバッヂ (CoolBadge - D),,,1
282,0x011A,Icy Rock,Items,,6
569,0x0239,Battle CD 36,,XD,3
532,0x0214,Jade Orb,Key items,,7
570,0x023A,Battle CD 37,,XD,3
536,0x0218,Enigma Stone,Key items,,6
493,0x01ED,unknown,,XD,3
512,0x0200,Cologne Case,Key items,XD,3
123,0x007B,unknown,,,6
840,0x0348,???,,Let's Go,7
46,0x002E,Shoal Salt,Items,XD,3
368,0x0170,TM41,TMs and HMs,,6
192,0x00C0,Coba Berry,Berries,,5
475,0x01DB,Card Key,,Let's Go,7
40,0x0028,Yellow Flute,Items,,3
404,0x0194,TM77,TMs and HMs,,5
470,0x01D6,Berry Pots,Key items,,6
655,0x028F,Amaze Mulch,Items,,6
504,0x01F8,Rage Candy Bar,Medicine,,6
24,0x0018,Max Potion,Medicine,,4
292,0x0124,TM04,TMs and HMs,,3
499,0x01F3,Sport Ball,Poké Balls,,5
250,0xFA,HM08,Items,,2
46,0x002E,Shoal Salt,Items,,3
417,0x01A1,unknown,,XD,3
330,0x014A,TM42,TMs and HMs,,3
255,0x00FF,Lax Incense,Items,,4
340,0x0154,TM13,TMs and HMs,,6
27,0x1B,Protein,Items,,2
849,0x0351,Ice Stone,,Let's Go,7
663,0x0297,Mewtwonite Y,,Let's Go,7
204,0x00CC,Petaya Berry,Berries,,5
2,0x0002,Ultra Ball,Poké Balls,,3
3,0x03,BrightPowder,Items,,2
618,0x026A,TM93,TMs and HMs,,5
201,0x00C9,Liechi Berry,Berries,,4
495,0x01EF,Heavy Ball,Items,,7
553,0x0229,Fighting Gem,,Let's Go,7
478,0x01DE,unknown,,Colosseum,3
307,0x0133,Mind Plate,Items,,5
223,0x00DF,Amulet Coin,Items,,7
315,0x013B,Rock Incense,Items,,5
251,0x00FB,Silk Scarf,Items,,6
353,0x0161,TM26,,Let's Go,7
11,0x000B,Luxury Ball,Poké Balls,XD,3
132,0x0084,unknown,,,4
113,0x71,Spell Tag,Items,,2
456,0x01C8,unknown,,Colosseum,3
830,0x033E,Marshadium Z,Z-Crystals,,7
576,0x0240,Dream Ball,Items,,6
62,0x3E,Lemonade,,,1
192,0x00C0,Coba Berry,Berries,,6
406,0x0196,TM79,TMs,,7
50,0x32,PP Up,,,1
490,0x01EA,White Apricorn,Items,,6
51,0x33,X Defend,Items,,2
525,0x020D,Data Card 21,Items,,6
231,0xE7,TM31,,,1
517,0x0205,Data Card 13,Items,,5
262,0x0106,Old Rod,Key items,,3
522,0x020A,Data Card 18,Items,,7
324,0x0144,TM36,TMs and HMs,,3
470,0x01D6,Berry Pots,Key items,,7
373,0x0175,TM46,,Let's Go,7
228,0x00E4,unknown,,,3
504,0x01F8,Rage Candy Bar,Medicine,,7
1036,0x040C,Scyther Candy,,Let's Go,7
361,0x0169,TM34,TMs and HMs,,4
465,0x01D1,unknown,,Colosseum,3
620,0x026C,TM95,TMs,,7
234,0x00EA,Leftovers,Items,,5
255,0x00FF,Lax Incense,Items,,7
657,0x0291,Gardevoirite,Items,,7
3,0x0003,Great Ball,Items,,7
483,0x01E3,Rainbow Wing,Key items,"HeartGold, SoulSilver",4
391,0x0187,TM64,TMs,,7
209,0x00D1,Micle Berry,Berries,,5
830,0x033E,Marshadium Z,,Let's Go,7
186,0x00BA,Choice Band,Items,XD,3
12,0x000C,Premier Ball,Poké Balls,Colosseum,3
593,0x0251,X Speed 2,Items,,5
238,0xEE,TM38,,,1
5,0x05,Town Map,,,1
495,0x01EF,Heavy Ball,Items,,6
98,0x62,かみなりバッヂ (ThunderBadge - D),,,1
348,0x15C,unknown,,XD,3
307,0x0133,Mind Plate,Items,,6
793,0x0319,Fairium Z,Z-Crystals,,7
315,0x013B,Rock Incense,Items,,4
441,0x01B9,Red Chain,Key items,,5
532,0x0214,Jade Orb,Key items,,5
585,0x0249,Relic Silver,,Let's Go,7
403,0x0193,TM76,TMs and HMs,,5
132,0x0084,unknown,,,5
49,0x0031,Blue Shard,Items,Colosseum,3
365,0x016D,TM38,TMs,,7
123,0x007B,unknown,,,4
192,0x00C0,Coba Berry,Berries,,7
1009,0x03F1,Ponyta Candy,,Let's Go,7
59,0x003B,X Speed,,Let's Go,7
525,0x020D,Data Card 21,Items,,5
1015,0x03F7,Grimer Candy,,Let's Go,7
872,0x0368,???,,,7
522,0x020A,Data Card 18,Items,,6
320,0x0140,TM32,TMs and HMs,Colosseum,3
292,0x0124,Power Band,Items,,6
772,0x0304,Meteorite,Key items,"Omega Ruby, Alpha Sapphire",6
236,0x00EC,Light Ball,,Let's Go,7
234,0x00EA,Leftovers,Items,,6
311,0x0137,Draco Plate,,Let's Go,7
326,0x0146,Razor Claw,,Let's Go,7
109,0x006D,Star Piece,Items,XD,3
388,0x0184,unknown,,Colosseum,3
196,0x00C4,Focus Band,Items,,3
209,0x00D1,Micle Berry,Berries,,4
901,0x0385,Super Lure,,Let's Go,7
204,0x00CC,Petaya Berry,Berries,,7
420,0x01A4,HM01,,Let's Go,7
58,0x003A,X Defense,Items,,6
603,0x025B,X Attack 3,,Let's Go,7
175,0x00AF,unknown,,XD,3
39,0x0027,Max Ether,Medicine,,6
131,0x83,Stardust,Items,,2
2,0x0002,Ultra Ball,Poké Balls,,5
287,0x011F,Claw Fossil,Key items,,3
11,0x0B,Antidote,,,1
175,0x00AF,Cornn Berry,,Let's Go,7
49,0x0031,Blue Shard,Items,XD,3
94,0x005E,Honey,Items,,7
772,0x0304,Meteorite,Key items,,7
403,0x0193,TM76,TMs and HMs,,4
132,0x0084,unknown,,,6
441,0x01B9,Red Chain,Key items,,6
130,0x0082,unknown,,XD,3
532,0x0214,Jade Orb,Key items,,6
713,0x02C9,Bicycle,Key items,"X, Y",6
368,0x0170,TM41,TMs and HMs,,5
334,0x014E,TM46,TMs and HMs,Colosseum,3
253,0x00FD,unknown,,XD,3
207,0xCF,TM07,,,1
922,0x039A,Lunalium Z,Z-Crystals,"Ultra Sun, Ultra Moon",7
127,0x007F,unknown,,XD,3
755,0x02F3,Altarianite,Items,"Omega Ruby, Alpha Sapphire",6
404,0x0194,TM77,TMs and HMs,,6
26,0x1A,MarshBadge,,,1
39,0x0027,Blue Flute,Items,Colosseum,3
234,0xEA,TM34,,,1
238,0x00EE,unknown,,Colosseum,3
208,0x00D0,Enigma Berry,,Let's Go,7
292,0x0124,Power Band,Items,,7
361,0x0169,TM34,TMs and HMs,,6
255,0x00FF,Lax Incense,Items,,5
368,0x0170,Rainbow Pass,Key items,"FireRed, LeefGreen, Emerald",3
51,0x0033,Green Shard,Items,XD,3
377,0x0179,TM50,TMs,,7
165,0x00A5,Watmel Berry,Berries,XD,3
209,0x00D1,Micle Berry,Berries,,7
21,0x0015,Hyper Potion,Items,Colosseum,3
533,0x0215,Disc Case,Key items,XD,3
64,0x0040,Protein,Items,Colosseum,3
114,0x0072,???,,Let's Go,7
579,0x0243,Dragon Skull,,Let's Go,7
699,0x02BB,Discount Coupon,,Let's Go,7
202,0x00CA,Light Ball,Items,XD,3
139,0x8B,Berry Juice,Items,,2
813,0x032D,Fightinium Z,,Let's Go,7
39,0x0027,Max Ether,Medicine,,7
593,0x0251,X Speed 2,Items,,7
608,0x0260,X Defend 6,Items,,5
586,0x024A,Relic Gold,Items,,6
817,0x0331,Psychium Z,Z-Crystals,,7
122,0x007A,unknown,,,6
147,0x0093,Iapapa Berry,Berries,,3
74,0x004A,Dire Hit,Items,XD,3
688,0x02B0,Maranga Berry,Berries,,7
336,0x0150,TM48,TMs and HMs,Colosseum,3
678,0x02A6,Charizardite Y,,Let's Go,7
173,0x00AD,Grepa Berry,Berries,,6
865,0x0361,Silver Pinap Berry,,Let's Go,7
506,0x01FA,D-Disk,Key items,Colosseum,3
847,0x034F,Zygarde Cube,,Let's Go,7
36,0x0024,Heal Powder,Medicine,,6
163,0x00A3,Iapapa Berry,,Let's Go,7
662,0x0296,Mewtwonite X,,Let's Go,7
981,0x03D5,Caterpie Candy,,Let's Go,7
200,0x00C8,Chilan Berry,Berries,,6
523,0x020B,Krane Memo 1,Key items,XD,3
619,0x026B,TM94,TMs and HMs,"Omega Ruby, Alpha Sapphire",6
564,0x0234,Normal Gem,,Let's Go,7
622,0x026E,???,,Let's Go,7
179,0x00B3,BrightPowder,Items,,3
377,0x0179,unknown,,Colosseum,3
647,0x0287,Sachet,,Let's Go,7
140,0x008C,Persim Berry,Berries,Colosseum,3
768,0x0300,Lopunnite,Items,"Omega Ruby, Alpha Sapphire",6
621,0x026D,Xtransceiver,Key items,,6
546,0x0222,Battle CD 13,,XD,3
127,0x7F,Card Key,Key items,,2
283,0x011B,Rm. 4 Key,Key items,,3
292,0x0124,Power Band,Items,,4
224,0x00E0,Cleanse Tag,Items,,4
361,0x0169,TM34,TMs and HMs,,5
614,0x0266,Reset Urge,,Let's Go,7
339,0x0153,TM12,,Let's Go,7
234,0x00EA,Leftovers,Items,,4
699,0x02BB,Discount Coupon,Items,,6
204,0x00CC,Hard Stone,Items,,3
338,0x0152,TM11,TMs,,7
209,0x00D1,Micle Berry,Berries,,6
63,0x003F,HP Up,Items,Colosseum,3
177,0x00B1,Rabuta Berry,Berries,,4
185,0x00B9,Passho Berry,Berries,,6
854,0x0356,Yellow Nectar,,Let's Go,7
53,0x35,X Special,Items,,2
24,0x18,Water Stone,Items,,2
746,0x02EA,Mega Glasses,,Let's Go,7
494,0x01EE,Lure Ball,Items,,7
26,0x001A,Fresh Water,Items,Colosseum,3
11,0x000B,Luxury Ball,,Let's Go,7
507,0x01FB,U-Disk,Key items,Colosseum,3
593,0x0251,X Speed 2,Items,,6
205,0x00CD,Miracle Seed,Items,XD,3
597,0x0255,X Attack 2,Items,,5
39,0x0027,Max Ether,Medicine,,4
374,0x0176,TM47,TMs and HMs,,5
659,0x0293,Venusaurite,Items,,6
964,0x03C4,Courage Candy,,Let's Go,7
505,0x01F9,Data ROM,Key items,XD,3
222,0xDE,TM30,TMs and HMs,,2
683,0x02AB,Garchompite,,Let's Go,7
36,0x0024,Heal Powder,Medicine,,5
24,0x0018,Max Potion,Medicine,,7
511,0x01FF,Data Card 07,,Let's Go,7
106,0x006A,Pearl,Items,,3
628,0x0274,DNA Splicers,Key items,,6
543,0x021F,Ring Target,,Let's Go,7
739,0x02E3,Contest Costume,Key items,"Omega Ruby, Alpha Sapphire",6
200,0x00C8,Chilan Berry,Berries,,7
404,0x0194,TM77,TMs and HMs,,4
409,0x0199,TM82,,Let's Go,7
292,0x0124,Power Band,Items,,5
35,0x0023,Energy Root,Medicine,,7
224,0x00E0,Cleanse Tag,Items,,5
474,0x01DA,unknown,,XD,3
152,0x0098,Rawst Berry,Berries,,4
385,0x0181,unknown,,Colosseum,3
197,0x00C5,Lucky Egg,Items,,3
177,0x00B1,Rabuta Berry,Berries,,7
29,0x001D,Moomoo Milk,Items,Colosseum,3
240,0x00F0,BlackGlasses,Items,,5
46,0x002E,Protein,Medicine,,4
531,0x0213,Voice Case 4,Key items,XD,3
497,0x01F1,Friend Ball,Poké Balls,"HeartGold, SoulSilver",4
583,0x0247,Comet Shard,Items,,6
201,0x00C9,Liechi Berry,Berries,,7
84,0x0054,Water Stone,Items,,6
39,0x0027,Max Ether,Medicine,,5
104,0x0068,Armor Fossil,,Let's Go,7
259,0x0103,unknown,,Colosseum,3
361,0x0169,TM34,TMs,,7
122,0x007A,unknown,,,4
251,0x00FB,Silk Scarf,Items,,7
785,0x0311,Flyinium Z,,Let's Go,7
180,0x00B4,White Herb,Items,Colosseum,3
1044,0x0414,Eevee Candy,,Let's Go,7
381,0x017D,TM54,TMs,,7
36,0x0024,Heal Powder,Medicine,,4
236,0xEC,TM44,TMs and HMs,,2
363,0x016B,TM36,TMs and HMs,,4
576,0x0240,Dream Ball,Items,,7
261,0x0105,Itemfinder,Key items,,3
180,0x00B4,Pamtre Berry,Berries,,7
268,0x010C,Expert Belt,,Let's Go,7
35,0x0023,Max Ether,Items,XD,3
205,0x00CD,Miracle Seed,Items,Colosseum,3
24,0x0018,Max Potion,Medicine,,6
559,0x022F,Rock Gem,Items,,5
35,0x0023,Energy Root,Medicine,,6
142,0x8E,Teru-sama,Items,,2
152,0x0098,Rawst Berry,Berries,,5
262,0x0106,unknown,,XD,3
478,0x01DE,unknown,,XD,3
262,0x0106,unknown,,Colosseum,3
122,0x007A,unknown,,XD,3
463,0x01CF,unknown,,Colosseum,3
8,0x0008,Nest Ball,,Let's Go,7
185,0x00B9,Passho Berry,Berries,,4
97,0x0061,Water Stone,Items,,3
72,0x0048,unknown,,XD,3
181,0x00B5,Macho Brace,Items,,3
458,0x01CA,Magma Stone,,Let's Go,7
459,0x01CB,Parcel,,Let's Go,7
201,0x00C9,Liechi Berry,Berries,,6
293,0x0125,TM05,TMs and HMs,,3
143,0x008F,Reply Mail,Items,,6
730,0x02DA,Key to Room 1,,Let's Go,7
88,0x58,3F (G),,,1
45,0x002D,Sacred Ash,Items,XD,3
552,0x0228,Ice Gem,Items,,5
285,0x011D,Storage Key,Key items,,3
584,0x0248,Battle CD 51,,XD,3
185,0x00B9,Mental Herb,Items,Colosseum,3
141,0x8D,Teru-sama,Items,,2
76,0x004C,X Defend,Items,Colosseum,3
524,0x020C,DNA Sample,Key items,Colosseum,3
99,0x0063,Root Fossil,,Let's Go,7
44,0x002C,Sacred Ash,Medicine,Let's Go,7
400,0x0190,TM73,TMs,,7
894,0x037E,???,,,7
925,0x039D,Lycanium Z,Z-Crystals,"Ultra Sun, Ultra Moon",7
190,0x00BE,Cleanse Tag,Items,,3
212,0x00D4,NeverMeltIce,Items,XD,3
411,0x019B,unknown,,Colosseum,3
24,0x0018,Max Potion,Medicine,,5
253,0x00FD,Shell Bell,Items,,5
327,0x0147,TM39,TMs and HMs,XD,3
702,0x02BE,Honor of Kalos,,Let's Go,7
140,0x8C,Scope Lens,Items,,2
35,0x0023,Energy Root,Medicine,,5
201,0x00C9,Dragon Scale,Items,XD,3
512,0x0200,Data Card 08,,Let's Go,7
143,0x008F,Reply Mail,Items,,7
177,0x00B1,Rabuta Berry,Berries,,5
286,0x011E,unknown,,Colosseum,3
185,0x00B9,Passho Berry,Berries,,7
132,0x0084,Retro Mail,Items,,3
204,0x00CC,Petaya Berry,Berries,,6
201,0x00C9,Liechi Berry,Berries,,5
252,0x00FC,unknown,,XD,3
71,0x0047,Shoal Shell,Items,,7
341,0x0155,unknown,,Colosseum,3
254,0x00FE,Sea Incense,Items,,6
374,0x0176,TM47,TMs and HMs,,6
926,0x039E,Kommonium Z,,Let's Go,7
23,0x0017,Full Heal,Items,Colosseum,3
113,0x0071,???,,,7
264,0x0108,Super Rod,Key items,,3
90,0x005A,Stardust,Items,,5
525,0x020D,DNA Sample,Key items,Colosseum,3
421,0x01A5,unknown,,XD,3
114,0x0072,???,,,7
83,0x53,Max Elixer,,,1
115,0x0073,unknown,,Colosseum,3
228,0x00E4,unknown,,Colosseum,3
305,0x0131,Earth Plate,Items,,4
275,0x0113,Focus Sash,Items,,5
526,0x020E,Krane Memo 4,Key items,XD,3
501,0x01F5,Elevator Key,Key items,XD,3
892,0x037C,???,,,7
28,0x1C,EarthBadge,,,1
81,0x0051,Fluffy Tail,Items,,3
303,0x012F,TM15,TMs and HMs,,3
636,0x027C,Dropped Item,Key items,,7
176,0x00B0,unknown,,Colosseum,3
325,0x0145,Reaper Cloth,Items,,7
114,0x0072,unknown,,,5
179,0x00B3,BrightPowder,Items,XD,3
157,0x9D,Heavy Ball,Poké Balls,,2
81,0x51,Poison Barb,Items,,2
55,0x0037,Guard Spec.,Items,,6
220,0x00DC,Sea Incense,Items,XD,3
22,0x16,CascadeBadge,,,1
34,0x0022,Ether,Items,Colosseum,3
240,0x00F0,BlackGlasses,Items,,4
415,0x019F,unknown,,XD,3
147,0x0093,Bridge Mail V,Items,,7
154,0x009A,Kelpsy Berry,Berries,,3
84,0x54,B2F (G),,,1
27,0x001B,Soda Pop,Items,Colosseum,3
23,0x0017,Full Restore,Medicine,,7
535,0x0217,Blue Orb,Key items,"HeartGold, SoulSilver",4
40,0x0028,Elixir,Medicine,Let's Go,7
459,0x01CB,Parcel,Key items,,5
318,0x013E,TM30,TMs and HMs,XD,3
239,0x00EF,unknown,,,3
254,0x00FE,Sea Incense,Items,,7
179,0x00B3,BrightPowder,Items,Colosseum,3
44,0x002C,Berry Juice,Items,Colosseum,3
494,0x01EE,Lure Ball,,Let's Go,7
65,0x0041,Iron,Items,Colosseum,3
832,0x0340,Snorlium Z,Z-Crystals,,7
823,0x0337,Steelium Z,,Let's Go,7
363,0x016B,TM36,TMs and HMs,,5
813,0x032D,Fightinium Z,Z-Crystals,,7
83,0x53,Bitter Berry,Items,,2
602,0x025A,X Defend 3,Items,,5
18,0x0012,Antidote,Medicine,Let's Go,7
305,0x0131,Earth Plate,Items,,5
649,0x0289,Snowball,,Let's Go,7
164,0x00A4,Pamtre Berry,Berries,Colosseum,3
930,0x03A2,Mimikium Z,,Let's Go,7
253,0x00FD,Shell Bell,Items,,7
592,0x0250,Battle CD 59,,XD,3
464,0x01D0,Secret Potion,,Let's Go,7
636,0x027C,Dropped Item,Key items,,6
220,0x00DC,Choice Band,Items,,5
114,0x0072,unknown,,,4
491,0x01EB,Blk Apricorn,Items,,5
55,0x0037,Guard Spec.,Items,,7
187,0x00BB,Rindo Berry,Berries,,6
200,0x00C8,Chilan Berry,Berries,,4
434,0x01B2,unknown,,XD,3
387,0x0183,TM60,TMs and HMs,,6
494,0x01EE,Lure Ball,Items,,6
485,0x01E5,Red Apricorn,Items,,5
292,0x0124,TM04,TMs and HMs,Colosseum,3
185,0x00B9,Passho Berry,Berries,,5
320,0x0140,TM32,TMs and HMs,XD,3
440,0x01B8,unknown,,XD,3
373,0x0175,Ruby (item),Key items,"FireRed, LeefGreen, Emerald",3
71,0x0047,Shoal Shell,Items,,5
459,0x01CB,Parcel,Key items,,4
230,0x00E6,unknown,,Colosseum,3
171,0x00AB,Petaya Berry,Berries,XD,3
631,0x0277,Oval Charm,Key items,"Black 2, White 2",5
313,0x0139,TM25,TMs and HMs,,3
77,0x4D,Sharp Beak,Items,,2
174,0x00AE,Tamato Berry,Berries,,4
138,0x008A,Favored Mail,Items,,5
131,0x0083,???,,,7
199,0x00C7,Metal Coat,Items,,3
123,0x007B,unknown,,XD,3
195,0xC3,TM04,Items,,2
147,0x0093,Iapapa Berry,Berries,Colosseum,3
470,0x01D6,unknown,,Colosseum,3
245,0x00F5,unknown,,XD,3
170,0xAA,Polkadot Bow,Items,,2
305,0x0131,Earth Plate,Items,,6
502,0x01F6,Small Tablet,Key items,Colosseum,3
33,0x21,Thunderstone,,,1
320,0x0140,Pure Incense,,Let's Go,7
253,0x00FD,Shell Bell,Items,,4
8,0x0008,Nest Ball,Poké Balls,XD,3
371,0x0173,TM44,TMs and HMs,,6
325,0x0145,Reaper Cloth,Items,,5
2,0x0002,Ultra Ball,Items,,6
62,0x3E,PP Up,Items,,2
223,0x00DF,Metal Powder,Items,Colosseum,3
64,0x0040,Fluffy Tail,,Let's Go,7
511,0x01FF,Data Card 07,Items,"HeartGold, SoulSilver",4
99,0x63,かいがらバッヂ (ShellBadge - D),,,1
114,0x0072,unknown,,,3
187,0x00BB,Rindo Berry,Berries,,5
450,0x01C2,Bike,Key items,,7
200,0x00C8,Chilan Berry,Berries,,5
177,0x00B1,Rabuta Berry,Berries,,6
304,0x0130,TM16,TMs and HMs,Colosseum,3
229,0x00E5,unknown,,Colosseum,3
46,0x002E,Protein,Medicine,,7
23,0x0017,Full Restore,Medicine,,5
355,0x0163,TM28,TMs and HMs,,6
823,0x0337,Steelium Z,Z-Crystals,,7
84,0x0054,Water Stone,Items,,5
133,0x0085,Cheri Berry,Berries,Colosseum,3
568,0x0238,Battle CD 35,,XD,3
174,0x00AE,Tamato Berry,Berries,,5
247,0x00F7,unknown,,,3
109,0x006D,Star Piece,Items,,3
90,0x005A,Stardust,Items,,6
236,0xEC,TM36,,,1
30,0x001E,EnergyPowder,Items,,3
240,0xF0,TM48,TMs and HMs,,2
21,0x15,BoulderBadge,,,1
861,0x035D,???,,,7
325,0x0145,TM37,TMs and HMs,XD,3
305,0x0131,Earth Plate,Items,,7
275,0x0113,Focus Sash,Items,,4
40,0x0028,Elixir,Medicine,,7
165,0x00A5,Watmel Berry,Berries,Colosseum,3
2,0x0002,Ultra Ball,Items,,7
325,0x0145,Reaper Cloth,Items,,6
189,0x00BD,Chople Berry,,Let's Go,7
283,0x011B,unknown,,Colosseum,3
582,0x0246,Pearl String,Items,,7
529,0x0211,DNA Sample,Key items,Colosseum,3
734,0x02DE,Storage Key,Key items,,7
46,0x002E,Protein,Medicine,,6
147,0x0093,Bridge Mail V,Items,,6
23,0x0017,Full Restore,Medicine,,6
353,0x0161,Gold Teeth,Key items,"FireRed, LeefGreen, Emerald",3
223,0xDF,TM31,TMs and HMs,,2
391,0x0187,TM64,,Let's Go,7
84,0x0054,Water Stone,Items,,4
31,0x001F,Soda Pop,Medicine,,6
9,0x0009,Repeat Ball,Poké Balls,Colosseum,3
118,0x0076,Burn Drive,Items,,5
174,0x00AE,Tamato Berry,Berries,,6
424,0x01A8,HM05,TMs,,7
230,0xE6,TM38,TMs and HMs,,2
429,0x01AD,Loot Sack,Key items,,4
355,0x0163,unknown,,Colosseum,3
220,0x00DC,Sea Incense,Items,Colosseum,3
366,0x016E,Teachy TV,Key items,"FireRed, LeefGreen, Emerald",3
994,0x03E2,Zubat Candy,,Let's Go,7
242,0x00F2,unknown,,,3
291,0x0123,Power Lens,Items,,4
232,0x00E8,Scope Lens,,Let's Go,7
618,0x026A,TM93,TMs,,7
492,0x01EC,Fast Ball,,Let's Go,7
483,0x01E3,unknown,,XD,3
40,0x0028,Elixir,Medicine,,6
220,0x00DC,Choice Band,Items,,6
32,0x0020,Lemonade,Medicine,,7
61,0x003D,unknown,,Colosseum,3
187,0x00BB,Rindo Berry,Berries,,7
256,0x0100,Pink Scarf,Items,Colosseum,3
0,0x0000,None,,,5
117,0x0075,Shock Drive,,Let's Go,7
46,0x002E,Protein,Medicine,,5
624,0x0270,Gram 2,Key items,,7
726,0x02D6,Eon Ticket,Key items,"Omega Ruby, Alpha Sapphire",6
781,0x030D,Icium Z,Z-Crystals,,7
150,0x0096,Chesto Berry,,Let's Go,7
31,0x001F,Soda Pop,Medicine,,5
583,0x0247,Comet Shard,Items,,7
84,0x0054,Water Stone,Items,,7
71,0x0047,Shoal Shell,Items,,6
919,0x0397,Dark Memory,Items,,7
313,0x0139,TM25,TMs and HMs,XD,3
562,0x0232,Dark Gem,Items,,6
121,0x0079,unknown,,,5
120,0x0078,???,,,7
90,0x005A,Stardust,Items,,4
532,0x0214,Gear,Key items,Colosseum,3
20,0x0014,Ice Heal,Medicine,,5
471,0x01D7,Dowsing Machine,Key items,"Omega Ruby, Alpha Sapphire",6
0,0x0000,None,,,7
345,0x0159,TM18,,Let's Go,7
