ID,Hex,Name,Pokcet,Game,Gen
103,0x0067,TinyMushroom,Items pocket,XD,3
62,0x003E,unknown,Unknown pocket,Colo,3
867,0x0363,???,Unknown pocket,LG,7
49,0x31,Nugget,,,1
521,0x0209,DNA Sample,Key items pocket,Colo,3
530,0x0212,Data Card 26,Unknown pocket,LG,7
212,0x00D4,Rowap Berry,Unknown pocket,LG,7
203,0x00CB,Salac Berry,Berries pocket,,7
552,0x0228,Ice Gem,Items pocket,,5
198,0x00C6,Colbur Berry,Berries pocket,,7
49,0x31,X Attack,Items pocket,,2
380,0x017C,TM53,TMs and HMs pocket,,6
72,0x48,Silph Scope,,,1
630,0x0276,Permit,Key items pocket,"Black 2, White 2",5
22,0x0016,Super Potion,Items pocket,,3
3,0x0003,Great Ball,Poké Balls pocket,XD,3
592,0x0250,Dire Hit 2,Items pocket,,5
13,0x000D,Dusk Ball,Items pocket,,7
90,0x5A,5F (G),,,1
516,0x0204,Sun Shard,Key items pocket,XD,3
747,0x02EB,Mega Anchor,Unknown pocket,LG,7
3,0x0003,Great Ball,Poké Balls pocket,,4
28,0x001C,Lemonade,Items pocket,Colo,3
49,0x0031,Blue Shard,Items pocket,XD,3
286,0x011E,Grip Claw,Unknown pocket,LG,7
721,0x02D1,Devon Parts,Unknown pocket,LG,7
392,0x0188,TM65,TMs and HMs pocket,,4
171,0x00AB,Petaya Berry,Berries pocket,XD,3
75,0x4B,Gold Leaf,Items pocket,,2
86,0x0056,Tiny Mushroom,Items pocket,,7
546,0x0222,Battle CD 13,Unknown pocket,XD,3
152,0x0098,Rawst Berry,Unknown pocket,LG,7
254,0x00FE,Sea Incense,Items pocket,,5
216,0x00D8,Exp. Share,Items pocket,,4
259,0x0103,Stick,Items pocket,,5
568,0x0238,Battle CD 35,Unknown pocket,XD,3
213,0x00D5,Bright Powder,Items pocket,,7
340,0x0154,unknown,Unknown pocket,XD,3
197,0x00C5,Haban Berry,Berries pocket,,4
428,0x01AC,Explorer Kit,Key items pocket,,4
512,0x0200,Cologne Case,Key items pocket,XD,3
223,0x00DF,Metal Powder,Items pocket,,3
158,0x009E,Tamato Berry,Berries pocket,Colo,3
948,0x03B4,Left Poké Ball,Key items pocket,"Ultra Sun, Ultra Moon",7
220,0x00DC,Choice Band,Items pocket,,4
230,0x00E6,Focus Band,Items pocket,,5
709,0x02C5,Shalour Sable,Unknown pocket,LG,7
65,0x0041,Iron,Items pocket,Colo,3
682,0x02AA,Manectite,Items pocket,,7
101,0x65,Pnk Apricorn,Items pocket,,2
507,0x01FB,Data Card 03,Items pocket,,7
593,0x0251,X Speed 2,Items pocket,,7
2,0x02,Ultra Ball,Poké Balls pocket,,2
592,0x0250,Dire Hit 2,Items pocket,,6
10,0x000A,Timer Ball,Unknown pocket,LG,7
347,0x015B,TM20,TMs and HMs pocket,,6
668,0x029C,Banettite,Items pocket,,6
998,0x03E6,Diglett Candy,Unknown pocket,LG,7
104,0x0068,Big Mushroom,Items pocket,XD,3
383,0x017F,TM56,TMs pocket,,7
206,0x00CE,BlackGlasses,Items pocket,XD,3
309,0x0135,TM21,TMs and HMs pocket,,3
266,0x010A,unknown,Unknown pocket,Colo,3
819,0x0333,Rockium Z,Unknown pocket,LG,7
65,0x0041,Iron,Items pocket,XD,3
581,0x0245,Big Nugget,Unknown pocket,LG,7
400,0x0190,TM73,TMs pocket,,7
484,0x01E4,Mystery Egg,Key items pocket,,7
64,0x40,Gold Teeth,,,1
846,0x034E,Adrenaline Orb,Unknown pocket,LG,7
142,0x008E,Sitrus Berry,Berries pocket,XD,3
949,0x03B5,Roto Hatch,Unknown pocket,"Ultra Sun, Ultra Moon",7
330,0x014A,TM03,TMs and HMs pocket,,5
545,0x0221,Absorb Bulb,Unknown pocket,LG,7
97,0x0061,Water Stone,Items pocket,Colo,3
220,0x00DC,Choice Band,Items pocket,,5
627,0x0273,Medal Box,Unknown pocket,LG,7
230,0x00E6,Focus Band,Items pocket,,6
203,0x00CB,Salac Berry,Berries pocket,,5
436,0x01B4,Seal Bag,Key items pocket,,7
305,0x0131,Earth Plate,Items pocket,,6
51,0x33,X Defend,Items pocket,,2
682,0x02AA,Manectite,Items pocket,,6
552,0x0228,Ice Gem,Items pocket,,7
507,0x01FB,Data Card 03,Items pocket,,6
690,0x02B2,TM96,Unknown pocket,LG,7
217,0xD9,TM17,,,1
337,0x0151,TM10,Unknown pocket,LG,7
88,0x0058,unknown,Unknown pocket,,3
592,0x0250,Dire Hit 2,Items pocket,,7
470,0x01D6,Berry Pots,Unknown pocket,LG,7
347,0x015B,TM20,TMs and HMs pocket,,5
55,0x0037,unknown,Unknown pocket,,3
382,0x017E,TM55,TMs and HMs pocket,,4
634,0x027A,Grubby Hanky,Key items pocket,"Black 2, White 2",5
175,0x00AF,unknown,Unknown pocket,Colo,3
956,0x03BC,Roto HP Restore,Unknown pocket,"Ultra Sun, Ultra Moon",7
727,0x02D7,Scanner,Key items pocket,,7
425,0x01A9,unknown,Unknown pocket,XD,3
113,0x71,キャプテン (Captain - D),,,1
285,0x011D,unknown,Unknown pocket,XD,3
901,0x0385,???,Unknown pocket,,7
330,0x014A,TM42,TMs and HMs pocket,,3
820,0x0334,Ghostium Z,Unknown pocket,LG,7
833,0x0341,Eevium Z,Unknown pocket,LG,7
343,0x0157,TM16,TMs and HMs pocket,,4
483,0x01E3,Rainbow Wing,Unknown pocket,LG,7
404,0x0194,TM77,Unknown pocket,LG,7
300,0x012C,Zap Plate,Unknown pocket,LG,7
164,0x00A4,Pamtre Berry,Berries pocket,,3
259,0x0103,Stick,Items pocket,,7
199,0x00C7,Metal Coat,Items pocket,,3
83,0x0053,Thunder Stone,Unknown pocket,LG,7
48,0x0030,Red Shard,Items pocket,Colo,3
319,0x013F,Luck Incense,Items pocket,,4
637,0x027D,Dropped Item,Key items pocket,,6
222,0x00DE,Lucky Punch,Items pocket,,3
220,0x00DC,Choice Band,Items pocket,,6
279,0x0117,Lagging Tail,Unknown pocket,LG,7
338,0x0152,TM11,Unknown pocket,LG,7
635,0x027B,Colress Machine,Unknown pocket,LG,7
313,0x0139,TM25,TMs and HMs pocket,XD,3
207,0xCF,TM07,,,1
434,0x01B2,Seal Case,Unknown pocket,LG,7
92,0x005C,Nugget,Items pocket,,4
105,0x0069,Skull Fossil,Items pocket,,4
250,0x00FA,unknown,Unknown pocket,XD,3
507,0x01FB,Data Card 03,Items pocket,,5
197,0xC5,HM02,,,1
349,0x015D,TM22,Unknown pocket,LG,7
175,0xAF,SquirtBottle,Key items pocket,,2
347,0x015B,TM20,TMs and HMs pocket,,4
45,0x002D,Sacred Ash,Items pocket,Colo,3
574,0x023E,Liberty Pass,Key items pocket,,6
628,0x0274,DNA Splicers,Unknown pocket,LG,7
3,0x0003,Great Ball,Poké Balls pocket,,3
351,0x015F,TM24,TMs and HMs pocket,,6
189,0x00BD,Amulet Coin,Items pocket,Colo,3
16,0x0010,Ice Heal,Items pocket,XD,3
223,0xDF,TM23,,,1
69,0x0045,White Flute,Items pocket,,5
6,0x0006,Net Ball,Items pocket,,6
187,0x00BB,King's Rock,Items pocket,XD,3
343,0x0157,TM16,TMs and HMs pocket,,5
86,0x0056,Tiny Mushroom,Items pocket,,6
348,0x015C,TM21,TMs and HMs pocket,,6
212,0x00D4,NeverMeltIce,Items pocket,,3
163,0xA3,Light Ball,Items pocket,,2
337,0x0151,TM49,TMs and HMs pocket,XD,3
651,0x028B,Poké Flute,Key items pocket,,6
270,0x010E,unknown,Unknown pocket,Colo,3
903,0x0387,???,Unknown pocket,,7
472,0x01D8,Blue Card,Key items pocket,"HeartGold, SoulSilver",4
637,0x027D,Dropped Item,Key items pocket,,7
298,0x012A,Flame Plate,Unknown pocket,LG,7
102,0x0066,unknown,Unknown pocket,XD,3
220,0x00DC,Choice Band,Items pocket,,7
235,0x00EB,unknown,Unknown pocket,XD,3
440,0x01B8,Galactic Key,Key items pocket,,4
105,0x0069,Skull Fossil,Items pocket,,5
693,0x02B5,TM99,TMs pocket,,7
183,0x00B7,Belue Berry,Berries pocket,,7
754,0x02F2,Sablenite,Unknown pocket,LG,7
131,0x83,Stardust,Items pocket,,2
365,0x016D,TM38,TMs and HMs pocket,,6
187,0x00BB,Rindo Berry,Berries pocket,,6
241,0x00F1,unknown,Unknown pocket,Colo,3
771,0x0303,Meteorite,Unknown pocket,LG,7
437,0x01B5,Pal Pad,Key items pocket,,7
382,0x017E,TM55,TMs and HMs pocket,,6
562,0x0232,Dark Gem,Unknown pocket,LG,7
372,0x0174,Powder Jar,Key items pocket,"FireRed, LeefGreen, Emerald",3
30,0x001E,EnergyPowder,Items pocket,Colo,3
433,0x01B1,Journal,Key items pocket,,4
651,0x028B,Poké Flute,Key items pocket,,7
624,0x0270,Gram 2,Unknown pocket,LG,7
6,0x0006,Net Ball,Items pocket,,7
343,0x0157,TM16,TMs and HMs pocket,,6
102,0x0066,Dome Fossil,Unknown pocket,LG,7
358,0x0166,Dome Fossil,Key items pocket,"FireRed, LeefGreen, Emerald",3
356,0x0164,TM29,TMs and HMs pocket,,6
270,0x010E,Soot Sack,Key items pocket,,3
153,0x0099,Pomeg Berry,Berries pocket,Colo,3
519,0x0207,DNA Sample,Key items pocket,Colo,3
425,0x01A9,HM06,TMs pocket,,7
128,0x0080,unknown,Unknown pocket,,6
118,0x76,Thick Club,Items pocket,,2
418,0x01A2,TM91,TMs and HMs pocket,,4
931,0x03A3,Lycanium Z,Z-Crystals pocket,"Ultra Sun, Ultra Moon",7
675,0x02A3,Kangaskhanite,Unknown pocket,LG,7
13,0x0D,Ice Heal,,,1
686,0x02AE,Roseli Berry,Berries pocket,,6
330,0x014A,TM03,TMs and HMs pocket,,6
535,0x0217,Blue Orb,Key items pocket,"X, Y",6
561,0x0231,Battle CD 28,Unknown pocket,XD,3
134,0x0086,Sweet Heart,Unknown pocket,LG,7
475,0x01DB,Card Key,Key items pocket,,7
305,0x0131,Earth Plate,Items pocket,,7
203,0x00CB,Salac Berry,Berries pocket,,6
105,0x0069,Skull Fossil,Items pocket,,6
252,0xFC,HM10,Items pocket,,2
552,0x0228,Ice Gem,Items pocket,,6
187,0x00BB,Rindo Berry,Berries pocket,,7
187,0x00BB,King's Rock,Items pocket,,3
324,0x0144,TM36,TMs and HMs pocket,XD,3
529,0x0211,DNA Sample,Key items pocket,Colo,3
959,0x03BF,Roto Catch,Unknown pocket,"Ultra Sun, Ultra Moon",7
581,0x0245,Big Nugget,Items pocket,,6
705,0x02C1,Lens Case,Unknown pocket,LG,7
3,0x0003,Great Ball,Poké Balls pocket,,5
69,0x0045,White Flute,Items pocket,,7
433,0x01B1,Journal,Key items pocket,,5
251,0x00FB,unknown,Unknown pocket,Colo,3
751,0x02EF,Meteorite,Key items pocket,"Omega Ruby, Alpha Sapphire",6
805,0x0325,Eevium Z,Unknown pocket,LG,7
891,0x037B,???,Unknown pocket,,7
577,0x0241,Poké Toy,Items pocket,,5
214,0x00D6,TwistedSpoon,Items pocket,XD,3
253,0x00FD,Shell Bell,Unknown pocket,LG,7
128,0x0080,unknown,Unknown pocket,,5
523,0x020B,Krane Memo 1,Key items pocket,XD,3
197,0x00C5,Haban Berry,Berries pocket,,7
418,0x01A2,TM91,TMs and HMs pocket,,5
255,0x00FF,Lax Incense,Unknown pocket,LG,7
836,0x0344,Pikashunium Z,Unknown pocket,LG,7
770,0x0302,Beedrillite,Items pocket,,7
39,0x0027,Max Ether,Medicine pocket,,4
477,0x01DD,SquirtBottle,Key items pocket,,5
942,0x03AE,Surge Badge,Key items pocket,"Ultra Sun, Ultra Moon",7
388,0x0184,unknown,Unknown pocket,XD,3
385,0x0181,TM58,TMs pocket,,7
2,0x0002,Ultra Ball,Poké Balls pocket,,3
868,0x0364,???,Unknown pocket,LG,7
530,0x0212,Data ROM,Key items pocket,Colo,3
352,0x0160,unknown,Unknown pocket,XD,3
603,0x025B,X Attack 3,Unknown pocket,LG,7
378,0x017A,TM51,TMs and HMs pocket,,5
777,0x0309,Firium Z,Z-Crystals pocket,,7
519,0x0207,Data Card 15,Items pocket,,6
919,0x0397,Dark Memory,Unknown pocket,LG,7
600,0x0258,X Sp. Atk 3,Items pocket,,7
222,0x00DE,Lucky Punch,Items pocket,Colo,3
312,0x0138,TM24,TMs and HMs pocket,XD,3
105,0x0069,Skull Fossil,Items pocket,,7
547,0x0223,Eject Button,Items pocket,,7
581,0x0245,Big Nugget,Items pocket,,5
384,0x0180,TM57,TMs and HMs pocket,,5
433,0x01B1,Journal,Key items pocket,,6
502,0x01F6,GB Sounds,Key items pocket,,5
540,0x021C,Rocky Helmet,Items pocket,,6
281,0x0119,Black Sludge,Unknown pocket,LG,7
505,0x01F9,Data ROM,Key items pocket,XD,3
879,0x036F,Terrain Extender,Unknown pocket,LG,7
223,0x00DF,Metal Powder,Items pocket,XD,3
290,0x0122,TM02,TMs and HMs pocket,,3
271,0x010F,Power Herb,Items pocket,,5
848,0x0350,???,Unknown pocket,,7
515,0x0203,Data Card 11,Items pocket,"HeartGold, SoulSilver",4
493,0x01ED,unknown,Unknown pocket,XD,3
688,0x02B0,Maranga Berry,Berries pocket,,7
305,0x0131,TM17,TMs and HMs pocket,,3
461,0x01CD,unknown,Unknown pocket,XD,3
888,0x0378,???,Unknown pocket,,7
134,0x0086,Chesto Berry,Berries pocket,,3
330,0x014A,TM03,TMs and HMs pocket,,4
774,0x0306,Meteorite Shard,Unknown pocket,LG,7
55,0x0037,Guard Spec.,Battle items pocket,,4
469,0x01D5,unknown,Unknown pocket,Colo,3
360,0x0168,Bicycle,Key items pocket,"FireRed, LeefGreen, Emerald",3
567,0x0237,Resist Wing,Unknown pocket,LG,7
130,0x0082,unknown,Unknown pocket,,4
91,0x005B,unknown,Unknown pocket,XD,3
50,0x32,PP Up,,,1
340,0x0154,TM13,TMs and HMs pocket,,5
339,0x0153,TM12,TMs pocket,,7
792,0x0318,Steelium Z,Z-Crystals pocket,,7
436,0x01B4,Seal Bag,Key items pocket,,6
375,0x0177,TM48,TMs pocket,,7
208,0x00D0,Enigma Berry,Unknown pocket,LG,7
210,0x00D2,Sharp Beak,Items pocket,Colo,3
9,0x0009,Repeat Ball,Unknown pocket,LG,7
538,0x021A,Battle CD 05,Unknown pocket,XD,3
688,0x02B0,Maranga Berry,Unknown pocket,LG,7
234,0x00EA,unknown,Unknown pocket,XD,3
734,0x02DE,Storage Key,Unknown pocket,LG,7
437,0x01B5,Pal Pad,Key items pocket,,6
463,0x01CF,Storage Key,Unknown pocket,,4
359,0x0167,Silph Scope,Key items pocket,"FireRed, LeefGreen, Emerald",3
433,0x01B1,Journal,Key items pocket,,7
540,0x021C,Rocky Helmet,Items pocket,,5
213,0x00D5,BrightPowder,Items pocket,,5
17,0x0011,Potion,Medicine pocket,,4
321,0x0141,Protector,Unknown pocket,LG,7
14,0x000E,Heal Ball,Poké Balls pocket,,5
824,0x0338,Fairium Z,Unknown pocket,LG,7
431,0x01AF,unknown,Unknown pocket,XD,3
805,0x0325,Eevium Z,Z-Crystals pocket,,7
206,0x00CE,BlackGlasses,Items pocket,,3
720,0x02D0,Wailmer Pail,Unknown pocket,LG,7
692,0x02B4,TM98,Unknown pocket,LG,7
266,0x010A,unknown,Unknown pocket,XD,3
482,0x01E2,Silver Wing,Key items pocket,"HeartGold, SoulSilver",4
333,0x014D,TM06,TMs pocket,,7
151,0x0097,Wepear Berry,Berries pocket,Colo,3
506,0x01FA,Data Card 02,Unknown pocket,LG,7
209,0x00D1,Mystic Water,Items pocket,Colo,3
780,0x030C,Grassium Z,Unknown pocket,LG,7
317,0x013D,TM29,TMs and HMs pocket,XD,3
486,0x01E6,Ylw Apricorn,Items pocket,"HeartGold, SoulSilver",4
245,0xF5,HM03,TMs and HMs pocket,,2
499,0x01F3,Sport Ball,Unknown pocket,LG,7
319,0x013F,Luck Incense,Items pocket,,7
282,0x011A,Icy Rock,Unknown pocket,LG,7
606,0x025E,X Sp. Atk 6,Unknown pocket,LG,7
132,0x0084,unknown,Unknown pocket,Colo,3
80,0x50,Ice Berry,Items pocket,,2
142,0x008E,Sitrus Berry,Berries pocket,,3
89,0x59,4F (G),,,1
589,0x024D,Relic Statue,Unknown pocket,LG,7
458,0x01CA,Magma Stone,Key items pocket,,4
375,0x0177,TM48,TMs and HMs pocket,,4
510,0x01FE,Miror Radar,Key items pocket,XD,3
340,0x0154,TM13,TMs and HMs pocket,,6
47,0x002F,Shoal Shell,Items pocket,Colo,3
2,0x0002,Ultra Ball,Poké Balls pocket,,5
66,0x0042,Yellow Flute,Items pocket,,5
58,0x003A,unknown,Unknown pocket,Colo,3
106,0x6A,ゴールドバッヂ (GoldBadge - D),,,1
36,0x0024,Elixir,Items pocket,Colo,3
436,0x01B4,Seal Bag,Key items pocket,,5
240,0xF0,TM40,,,1
940,0x03AC,Purple Petal,Unknown pocket,LG,7
276,0x0114,Red Orb,Key items pocket,,3
269,0x010D,unknown,Unknown pocket,XD,3
581,0x0245,Big Nugget,Items pocket,,7
783,0x030F,Poisonium Z,Z-Crystals pocket,,7
69,0x0045,White Flute,Items pocket,,6
127,0x007F,???,Unknown pocket,,7
547,0x0223,Eject Button,Items pocket,,5
53,0x0035,PP Max,Medicine pocket,,4
574,0x023E,Liberty Pass,Key items pocket,,5
182,0x00B6,Exp. Share,Items pocket,XD,3
17,0x0011,Potion,Medicine pocket,,5
153,0x99,Teru-sama,Items pocket,,2
213,0x00D5,BrightPowder,Items pocket,,4
126,0x007E,unknown,Unknown pocket,XD,3
14,0x000E,Heal Ball,Poké Balls pocket,,4
804,0x0324,Snorlium Z,Z-Crystals pocket,,7
121,0x0079,unknown,Unknown pocket,,6
63,0x3F,Ether,Items pocket,,2
20,0x0014,Max Potion,Items pocket,Colo,3
48,0x0030,Red Shard,Items pocket,XD,3
63,0x003F,Poké Doll,Battle items pocket,,4
384,0x0180,TM57,Unknown pocket,LG,7
344,0x0158,TM17,TMs pocket,,7
827,0x033B,Incinium Z,Z-Crystals pocket,,7
724,0x02D4,Pokéblock Kit,Key items pocket,"Omega Ruby, Alpha Sapphire",6
551,0x0227,Grass Gem,Items pocket,,5
319,0x013F,Luck Incense,Items pocket,,6
11,0x000B,Luxury Ball,Poké Balls pocket,,4
922,0x039A,Lunalium Z,Unknown pocket,LG,7
54,0x0036,Old Gateau,Medicine pocket,,4
2,0x0002,Ultra Ball,Poké Balls pocket,,4
546,0x0222,Powerup Part,Key items pocket,Colo,3
378,0x017A,TM51,TMs and HMs pocket,,6
103,0x0067,TinyMushroom,Items pocket,,3
289,0x0121,Power Bracer,Items pocket,,5
600,0x0258,X Sp. Atk 3,Items pocket,,6
60,0x003C,X Accuracy,Items pocket,,5
250,0x00FA,unknown,Unknown pocket,,3
9,0x0009,Repeat Ball,Poké Balls pocket,XD,3
450,0x01C2,unknown,Unknown pocket,XD,3
388,0x0184,TM61,TMs and HMs pocket,,6
370,0x0172,TM43,TMs pocket,,7
17,0x0011,Potion,Medicine pocket,,6
439,0x01B7,Old Charm,Key items pocket,,4
268,0x010C,Expert Belt,Unknown pocket,LG,7
463,0x01CF,Storage Key,Key items pocket,,6
338,0x0152,TM11,TMs pocket,,7
186,0x00BA,Wacan Berry,Unknown pocket,LG,7
310,0x0136,TM22,TMs and HMs pocket,Colo,3
416,0x01A0,TM89,TMs pocket,,7
371,0x0173,TM44,TMs and HMs pocket,,5
131,0x0083,???,Unknown pocket,LG,7
93,0x005D,Sun Stone,Items pocket,,3
601,0x0259,X Sp. Def 3,Items pocket,,7
147,0x93,Teru-sama,Items pocket,,2
291,0x0123,TM03,TMs and HMs pocket,Colo,3
72,0x0048,unknown,Unknown pocket,,3
106,0x006A,Pearl,Items pocket,XD,3
11,0x000B,Luxury Ball,Poké Balls pocket,,5
319,0x013F,Luck Incense,Items pocket,,5
378,0x017A,unknown,Unknown pocket,XD,3
475,0x01DB,Card Key,Key items pocket,,6
340,0x0154,TM13,TMs and HMs pocket,,4
311,0x0137,Draco Plate,Items pocket,,6
957,0x03BD,Roto PP Restore,Unknown pocket,"Ultra Sun, Ultra Moon",7
507,0x01FB,Music Disc,Key items pocket,XD,3
749,0x02ED,Mega Tiara,Unknown pocket,LG,7
725,0x02D5,Letter,Key items pocket,"Omega Ruby, Alpha Sapphire",6
561,0x0231,Dragon Gem,Items pocket,,6
289,0x0121,Power Bracer,Items pocket,,6
163,0x00A3,Iapapa Berry,Berries pocket,,7
278,0x0116,unknown,Unknown pocket,XD,3
574,0x023E,Liberty Pass,Key items pocket,,7
204,0x00CC,Petaya Berry,Berries pocket,,7
497,0x01F1,Friend Ball,Poké Balls pocket,"HeartGold, SoulSilver",4
388,0x0184,TM61,TMs and HMs pocket,,5
146,0x0092,Air Mail,Mail pocket,,4
124,0x007C,Mech Mail,Items pocket,,3
53,0x0035,PP Max,Medicine pocket,,6
83,0x0053,Super Repel,Items pocket,,3
48,0x0030,Carbos,Medicine pocket,,6
484,0x01E4,Mystery Egg,Unknown pocket,LG,7
684,0x02AC,Latiasite,Items pocket,,6
17,0x0011,Potion,Medicine pocket,,7
626,0x0272,Xtransceiver,Key items pocket,"Black 2, White 2",5
351,0x015F,TM24,TMs and HMs pocket,,5
84,0x0054,Max Repel,Items pocket,Colo,3
107,0x006B,Shiny Stone,Items pocket,,7
463,0x01CF,Storage Key,Key items pocket,,7
33,0x0021,Revival Herb,Items pocket,,3
121,0x0079,unknown,Unknown pocket,,4
129,0x0081,unknown,Unknown pocket,XD,3
754,0x02F2,Sablenite,Items pocket,"Omega Ruby, Alpha Sapphire",6
698,0x02BA,Common Stone,Key items pocket,,6
467,0x01D3,Secret Key,Key items pocket,"Platinum, HeartGold, SoulSilver",4
555,0x022B,Ground Gem,Unknown pocket,LG,7
616,0x0268,Light Stone,Unknown pocket,LG,7
738,0x02E2,Devon Scuba Gear,Key items pocket,"Omega Ruby, Alpha Sapphire",6
108,0x006C,Dusk Stone,Unknown pocket,LG,7
346,0x015A,TM19,Unknown pocket,LG,7
70,0x0046,Zinc,Items pocket,Colo,3
209,0x00D1,Mystic Water,Items pocket,XD,3
111,0x6F,ゴールド (Gold - D),,,1
533,0x0215,Lock Capsule,Key items pocket,,5
575,0x023F,Pass Orb,Unknown pocket,LG,7
688,0x02B0,Maranga Berry,Berries pocket,,6
459,0x01CB,Parcel,Key items pocket,,6
551,0x0227,Grass Gem,Items pocket,,7
4,0x0004,Poké Ball,Poké Balls pocket,,5
295,0x0127,TM07,TMs and HMs pocket,XD,3
218,0x00DA,Soothe Bell,Unknown pocket,LG,7
536,0x0218,Enigma Stone,Key items pocket,"HeartGold, SoulSilver",4
311,0x0137,Draco Plate,Items pocket,,7
772,0x0304,Meteorite,Key items pocket,"Omega Ruby, Alpha Sapphire",6
264,0x0108,unknown,Unknown pocket,Colo,3
472,0x01D8,unknown,Unknown pocket,XD,3
506,0x01FA,Data Card 02,Items pocket,,7
767,0x02FF,Cameruptite,Items pocket,,7
255,0x00FF,Blue Scarf,Items pocket,XD,3
345,0x0159,unknown,Unknown pocket,Colo,3
70,0x46,Oak's Parcel,,,1
378,0x017A,TM51,TMs and HMs pocket,,4
24,0x0018,Max Potion,Medicine pocket,,7
561,0x0231,Dragon Gem,Items pocket,,5
44,0x2C,Dire Hit,Items pocket,,2
163,0x00A3,Iapapa Berry,Berries pocket,,6
593,0x0251,X Speed 2,Items pocket,,5
88,0x58,3F (G),,,1
69,0x0045,PP Up,Items pocket,XD,3
